"site","year","type","abund_code","species_code","name"
2084,1997,"tree",5,460.00,"Hackberry"
2085,1996,"tree",5,762.00,"Black Cherry"
2085,1997,"tree",5,400.00,"Hickory spp."
2086,1996,"tree",5,318.00,"Sugar Maple"
2086,1997,"tree",5,970.00,"Elm"
2087,1996,"tree",5,460.00,"Hackberry"
2087,1997,"tree",5,544.00,"Green Ash"
2088,1997,"tree",5,762.00,"Black Cherry"
2090,1997,"tree",5,970.00,"Elm"
2091,1996,"tree",5,460.00,"Hackberry"
2091,1997,"tree",5,313.00,"Box Elder"
2092,1996,"tree",5,68.00,"Eastern Red Cedar"
2092,1997,"tree",5,68.00,"Eastern Red Cedar"
2093,1997,"tree",5,802.00,"White Oak"
2098,1997,"tree",5,951.00,"Basswood"
2099,1996,"tree",5,602.00,"Black walnut"
2101,1997,"tree",5,313.00,"Box Elder"
2102,1997,"tree",5,833.00,"Northern Red Oak"
2114,1997,"tree",5,762.00,"Black Cherry"
3007,1994,"tree",5,129.00,"White Pine"
3008,1994,"tree",5,316.00,"Red Maple"
8000,1992,"tree",5,261.00,"Hemlock"
8000,1993,"tree",5,261.00,"Hemlock"
8000,1994,"tree",5,261.00,"Hemlock"
8001,1992,"tree",5,375.00,"Paper Birch"
8001,1993,"tree",5,371.00,"Yellow Birch"
8002,1993,"tree",5,701.00,"Ironwood, Hop-Hornbeam"
8003,1992,"tree",5,833.00,"Northern Red Oak"
8003,1993,"tree",5,94.00,"White Spruce"
8003,1994,"tree",5,375.00,"Paper Birch"
8004,1992,"tree",5,125.00,"Red Pine"
8004,1993,"tree",5,12.00,"Balsam Fir"
8004,1994,"tree",5,12.00,"Balsam Fir"
8005,1992,"tree",5,375.00,"Paper Birch"
8005,1993,"tree",5,241.00,"Northern White Cedar"
8005,1994,"tree",5,375.00,"Paper Birch"
8006,1992,"tree",5,833.00,"Northern Red Oak"
8006,1993,"tree",5,701.00,"Ironwood, Hop-Hornbeam"
8006,1994,"tree",5,94.00,"White Spruce"
8007,1992,"tree",5,318.00,"Sugar Maple"
8007,1993,"tree",5,701.00,"Ironwood, Hop-Hornbeam"
8007,1994,"tree",5,701.00,"Ironwood, Hop-Hornbeam"
8008,1992,"tree",5,951.00,"Basswood"
8008,1993,"tree",5,833.00,"Northern Red Oak"
8008,1994,"tree",5,833.00,"Northern Red Oak"
8009,1992,"tree",5,129.00,"White Pine"
8009,1993,"tree",5,741.00,"Balsam Poplar"
8009,1994,"tree",5,746.00,"Quaking Aspen"
8010,1993,"tree",5,12.00,"Balsam Fir"
8010,1994,"tree",5,375.00,"Paper Birch"
8011,1992,"tree",5,316.00,"Red Maple"
8011,1993,"tree",5,12.00,"Balsam Fir"
8011,1994,"tree",5,12.00,"Balsam Fir"
8012,1992,"tree",5,375.00,"Paper Birch"
8012,1993,"tree",5,701.00,"Ironwood, Hop-Hornbeam"
8012,1994,"tree",5,701.00,"Ironwood, Hop-Hornbeam"
8013,1992,"tree",5,125.00,"Red Pine"
8013,1993,"tree",5,833.00,"Northern Red Oak"
8013,1994,"tree",5,809.00,"Northern Pin Oak"
8014,1992,"tree",5,951.00,"Basswood"
8014,1993,"tree",5,316.00,"Red Maple"
8014,1994,"tree",5,544.00,"Green Ash"
8015,1994,"tree",5,318.00,"Sugar Maple"
8016,1992,"tree",5,833.00,"Northern Red Oak"
8016,1993,"tree",5,544.00,"Green Ash"
8016,1994,"tree",5,544.00,"Green Ash"
8017,1992,"tree",5,316.00,"Red Maple"
8017,1993,"tree",5,833.00,"Northern Red Oak"
8017,1994,"tree",5,951.00,"Basswood"
8019,1992,"tree",5,746.00,"Quaking Aspen"
8020,1992,"tree",5,125.00,"Red Pine"
8020,1993,"tree",5,375.00,"Paper Birch"
8020,1994,"tree",5,743.00,"Bigtooth Aspen"
8021,1992,"tree",5,12.00,"Balsam Fir"
8021,1993,"tree",5,746.00,"Quaking Aspen"
8021,1994,"tree",5,371.00,"Yellow Birch"
8022,1992,"tree",5,12.00,"Balsam Fir"
8022,1993,"tree",5,978.00,"Slippery Elm"
8022,1994,"tree",5,920.00,"Willow"
8023,1992,"tree",5,71.00,"Tamarack"
8023,1993,"tree",5,95.00,"Black Spruce"
8023,1994,"tree",5,129.00,"White Pine"
8026,1994,"tree",5,316.00,"Red Maple"
-926,1992,"shrub",1,22.00,"Hazelnut"
-926,1993,"shrub",1,22.00,"Hazelnut"
-926,1994,"shrub",1,22.00,"Hazelnut"
-135,1991,"shrub",1,22.00,"Hazelnut"
-135,1992,"shrub",1,743.00,"Bigtooth Aspen"
-134,1991,"shrub",1,22.00,"Hazelnut"
-134,1992,"shrub",1,22.00,"Hazelnut"
-133,1991,"shrub",1,316.00,"Red Maple"
-133,1992,"shrub",1,55.00,"Red Raspberry"
-132,1991,"shrub",1,22.00,"Hazelnut"
-132,1992,"shrub",1,746.00,"Quaking Aspen"
-132,1994,"shrub",1,746.00,"Quaking Aspen"
-131,1991,"shrub",1,22.00,"Hazelnut"
-131,1992,"shrub",1,746.00,"Quaking Aspen"
-131,1994,"shrub",1,22.00,"Hazelnut"
-130,1991,"shrub",1,22.00,"Hazelnut"
-130,1992,"shrub",1,22.00,"Hazelnut"
-130,1994,"shrub",1,22.00,"Hazelnut"
1,1991,"shrub",1,22.00,"Hazelnut"
1,1992,"shrub",1,22.00,"Hazelnut"
1,1993,"shrub",1,22.00,"Hazelnut"
1,1994,"shrub",1,22.00,"Hazelnut"
2,1991,"shrub",1,105.00,"Jack Pine"
2,1992,"shrub",1,22.00,"Hazelnut"
2,1993,"shrub",1,22.00,"Hazelnut"
2,1994,"shrub",1,22.00,"Hazelnut"
3,1991,"shrub",1,22.00,"Hazelnut"
3,1992,"shrub",1,22.00,"Hazelnut"
3,1993,"shrub",1,22.00,"Hazelnut"
3,1994,"shrub",1,22.00,"Hazelnut"
4,1991,"shrub",1,12.00,"Balsam Fir"
4,1992,"shrub",1,22.00,"Hazelnut"
4,1993,"shrub",1,22.00,"Hazelnut"
4,1994,"shrub",1,22.00,"Hazelnut"
5,1991,"shrub",1,22.00,"Hazelnut"
5,1992,"shrub",1,22.00,"Hazelnut"
5,1993,"shrub",1,22.00,"Hazelnut"
5,1994,"shrub",1,22.00,"Hazelnut"
6,1991,"shrub",1,22.00,"Hazelnut"
6,1992,"shrub",1,22.00,"Hazelnut"
6,1993,"shrub",1,22.00,"Hazelnut"
6,1994,"shrub",1,22.00,"Hazelnut"
7,1991,"shrub",1,22.00,"Hazelnut"
7,1992,"shrub",1,22.00,"Hazelnut"
7,1993,"shrub",1,22.00,"Hazelnut"
7,1994,"shrub",1,22.00,"Hazelnut"
8,1991,"shrub",1,12.00,"Balsam Fir"
8,1992,"shrub",1,22.00,"Hazelnut"
8,1993,"shrub",1,12.00,"Balsam Fir"
8,1994,"shrub",1,22.00,"Hazelnut"
9,1991,"shrub",1,12.00,"Balsam Fir"
9,1992,"shrub",1,22.00,"Hazelnut"
9,1993,"shrub",1,22.00,"Hazelnut"
9,1994,"shrub",1,22.00,"Hazelnut"
10,1991,"shrub",1,746.00,"Quaking Aspen"
10,1992,"shrub",1,22.00,"Hazelnut"
10,1993,"shrub",1,746.00,"Quaking Aspen"
10,1994,"shrub",1,746.00,"Quaking Aspen"
11,1991,"shrub",1,22.00,"Hazelnut"
11,1992,"shrub",1,22.00,"Hazelnut"
11,1993,"shrub",1,22.00,"Hazelnut"
11,1994,"shrub",1,22.00,"Hazelnut"
12,1991,"shrub",1,22.00,"Hazelnut"
12,1992,"shrub",1,22.00,"Hazelnut"
12,1993,"shrub",1,22.00,"Hazelnut"
12,1994,"shrub",1,22.00,"Hazelnut"
13,1991,"shrub",1,12.00,"Balsam Fir"
13,1992,"shrub",1,352.00,"Alder"
13,1993,"shrub",1,95.00,"Black Spruce"
13,1994,"shrub",1,95.00,"Black Spruce"
14,1991,"shrub",1,352.00,"Alder"
14,1992,"shrub",1,352.00,"Alder"
14,1993,"shrub",1,319.00,"Mountain Maple"
14,1994,"shrub",1,319.00,"Mountain Maple"
15,1991,"shrub",1,352.00,"Alder"
15,1992,"shrub",1,352.00,"Alder"
15,1993,"shrub",1,22.00,"Hazelnut"
15,1994,"shrub",1,352.00,"Alder"
16,1991,"shrub",1,352.00,"Alder"
16,1992,"shrub",1,352.00,"Alder"
16,1993,"shrub",1,352.00,"Alder"
16,1994,"shrub",1,352.00,"Alder"
17,1991,"shrub",1,12.00,"Balsam Fir"
17,1992,"shrub",1,319.00,"Mountain Maple"
17,1993,"shrub",1,352.00,"Alder"
17,1994,"shrub",1,543.00,"Black Ash"
18,1991,"shrub",1,12.00,"Balsam Fir"
18,1992,"shrub",1,352.00,"Alder"
18,1993,"shrub",1,352.00,"Alder"
18,1994,"shrub",1,543.00,"Black Ash"
19,1991,"shrub",1,12.00,"Balsam Fir"
19,1992,"shrub",1,352.00,"Alder"
19,1993,"shrub",1,352.00,"Alder"
19,1994,"shrub",1,352.00,"Alder"
20,1991,"shrub",1,352.00,"Alder"
20,1992,"shrub",1,352.00,"Alder"
20,1993,"shrub",1,12.00,"Balsam Fir"
20,1994,"shrub",1,12.00,"Balsam Fir"
21,1991,"shrub",1,352.00,"Alder"
21,1992,"shrub",1,352.00,"Alder"
21,1993,"shrub",1,352.00,"Alder"
21,1994,"shrub",1,319.00,"Mountain Maple"
22,1991,"shrub",1,746.00,"Quaking Aspen"
22,1992,"shrub",1,746.00,"Quaking Aspen"
22,1993,"shrub",1,746.00,"Quaking Aspen"
22,1994,"shrub",1,12.00,"Balsam Fir"
23,1991,"shrub",1,352.00,"Alder"
23,1992,"shrub",1,352.00,"Alder"
23,1993,"shrub",1,352.00,"Alder"
23,1994,"shrub",1,22.00,"Hazelnut"
24,1991,"shrub",1,352.00,"Alder"
24,1992,"shrub",1,352.00,"Alder"
24,1993,"shrub",1,319.00,"Mountain Maple"
24,1994,"shrub",1,319.00,"Mountain Maple"
25,1991,"shrub",1,352.00,"Alder"
25,1992,"shrub",1,32.00,"Labrador Tea"
25,1993,"shrub",1,352.00,"Alder"
25,1994,"shrub",1,352.00,"Alder"
26,1991,"shrub",1,352.00,"Alder"
26,1992,"shrub",1,22.00,"Hazelnut"
26,1993,"shrub",1,920.00,"Willow"
26,1994,"shrub",1,352.00,"Alder"
27,1991,"shrub",1,352.00,"Alder"
27,1992,"shrub",1,352.00,"Alder"
27,1993,"shrub",1,352.00,"Alder"
27,1994,"shrub",1,352.00,"Alder"
28,1991,"shrub",1,352.00,"Alder"
28,1992,"shrub",1,352.00,"Alder"
28,1994,"shrub",1,352.00,"Alder"
29,1991,"shrub",1,316.00,"Red Maple"
29,1992,"shrub",1,319.00,"Mountain Maple"
29,1994,"shrub",1,22.00,"Hazelnut"
30,1991,"shrub",1,352.00,"Alder"
30,1992,"shrub",1,352.00,"Alder"
30,1994,"shrub",1,22.00,"Hazelnut"
31,1991,"shrub",1,22.00,"Hazelnut"
31,1992,"shrub",1,22.00,"Hazelnut"
31,1993,"shrub",1,22.00,"Hazelnut"
31,1994,"shrub",1,22.00,"Hazelnut"
32,1991,"shrub",1,544.00,"Green Ash"
32,1993,"shrub",1,701.00,"Ironwood, Hop-Hornbeam"
32,1994,"shrub",1,22.00,"Hazelnut"
33,1991,"shrub",1,970.00,"Elm"
33,1992,"shrub",1,22.00,"Hazelnut"
33,1993,"shrub",1,701.00,"Ironwood, Hop-Hornbeam"
33,1994,"shrub",1,22.00,"Hazelnut"
34,1991,"shrub",1,22.00,"Hazelnut"
34,1992,"shrub",1,22.00,"Hazelnut"
34,1994,"shrub",1,22.00,"Hazelnut"
35,1991,"shrub",1,22.00,"Hazelnut"
35,1992,"shrub",1,22.00,"Hazelnut"
35,1994,"shrub",1,22.00,"Hazelnut"
36,1991,"shrub",1,22.00,"Hazelnut"
36,1992,"shrub",1,22.00,"Hazelnut"
36,1994,"shrub",1,22.00,"Hazelnut"
37,1991,"shrub",1,22.00,"Hazelnut"
37,1992,"shrub",1,22.00,"Hazelnut"
37,1994,"shrub",1,22.00,"Hazelnut"
38,1991,"shrub",1,746.00,"Quaking Aspen"
38,1992,"shrub",1,319.00,"Mountain Maple"
38,1994,"shrub",1,22.00,"Hazelnut"
39,1991,"shrub",1,543.00,"Black Ash"
39,1992,"shrub",1,352.00,"Alder"
39,1994,"shrub",1,543.00,"Black Ash"
40,1991,"shrub",1,970.00,"Elm"
40,1992,"shrub",1,22.00,"Hazelnut"
40,1993,"shrub",1,22.00,"Hazelnut"
40,1994,"shrub",1,22.00,"Hazelnut"
41,1991,"shrub",1,746.00,"Quaking Aspen"
41,1992,"shrub",1,22.00,"Hazelnut"
41,1993,"shrub",1,22.00,"Hazelnut"
41,1994,"shrub",1,22.00,"Hazelnut"
42,1991,"shrub",1,125.00,"Red Pine"
42,1992,"shrub",1,22.00,"Hazelnut"
42,1993,"shrub",1,22.00,"Hazelnut"
42,1994,"shrub",1,125.00,"Red Pine"
43,1991,"shrub",1,125.00,"Red Pine"
43,1992,"shrub",1,22.00,"Hazelnut"
43,1993,"shrub",1,746.00,"Quaking Aspen"
43,1994,"shrub",1,746.00,"Quaking Aspen"
44,1991,"shrub",1,352.00,"Alder"
44,1992,"shrub",1,22.00,"Hazelnut"
44,1993,"shrub",1,22.00,"Hazelnut"
44,1994,"shrub",1,22.00,"Hazelnut"
45,1991,"shrub",1,316.00,"Red Maple"
45,1992,"shrub",1,22.00,"Hazelnut"
45,1993,"shrub",1,701.00,"Ironwood, Hop-Hornbeam"
45,1994,"shrub",1,22.00,"Hazelnut"
46,1991,"shrub",1,746.00,"Quaking Aspen"
46,1992,"shrub",1,746.00,"Quaking Aspen"
46,1993,"shrub",1,746.00,"Quaking Aspen"
46,1994,"shrub",1,746.00,"Quaking Aspen"
47,1991,"shrub",1,746.00,"Quaking Aspen"
47,1992,"shrub",1,746.00,"Quaking Aspen"
47,1993,"shrub",1,746.00,"Quaking Aspen"
47,1994,"shrub",1,746.00,"Quaking Aspen"
48,1991,"shrub",1,746.00,"Quaking Aspen"
48,1992,"shrub",1,746.00,"Quaking Aspen"
48,1993,"shrub",1,746.00,"Quaking Aspen"
48,1994,"shrub",1,746.00,"Quaking Aspen"
49,1991,"shrub",1,22.00,"Hazelnut"
49,1992,"shrub",1,22.00,"Hazelnut"
49,1993,"shrub",1,22.00,"Hazelnut"
49,1994,"shrub",1,802.00,"White Oak"
50,1991,"shrub",1,22.00,"Hazelnut"
50,1992,"shrub",1,22.00,"Hazelnut"
50,1993,"shrub",1,22.00,"Hazelnut"
50,1994,"shrub",1,544.00,"Green Ash"
51,1991,"shrub",1,22.00,"Hazelnut"
51,1992,"shrub",1,22.00,"Hazelnut"
51,1993,"shrub",1,22.00,"Hazelnut"
51,1994,"shrub",1,22.00,"Hazelnut"
52,1991,"shrub",1,22.00,"Hazelnut"
52,1992,"shrub",1,22.00,"Hazelnut"
52,1993,"shrub",1,22.00,"Hazelnut"
52,1994,"shrub",1,22.00,"Hazelnut"
53,1991,"shrub",1,22.00,"Hazelnut"
53,1992,"shrub",1,22.00,"Hazelnut"
53,1993,"shrub",1,22.00,"Hazelnut"
53,1994,"shrub",1,22.00,"Hazelnut"
54,1991,"shrub",1,22.00,"Hazelnut"
54,1992,"shrub",1,352.00,"Alder"
54,1993,"shrub",1,22.00,"Hazelnut"
54,1994,"shrub",1,951.00,"Basswood"
55,1991,"shrub",1,22.00,"Hazelnut"
55,1992,"shrub",1,22.00,"Hazelnut"
55,1993,"shrub",1,22.00,"Hazelnut"
55,1994,"shrub",1,495.00,"Dogwood species"
56,1991,"shrub",1,22.00,"Hazelnut"
56,1992,"shrub",1,22.00,"Hazelnut"
56,1993,"shrub",1,22.00,"Hazelnut"
56,1994,"shrub",1,22.00,"Hazelnut"
57,1991,"shrub",1,22.00,"Hazelnut"
57,1992,"shrub",1,22.00,"Hazelnut"
57,1993,"shrub",1,22.00,"Hazelnut"
57,1994,"shrub",1,495.00,"Dogwood species"
58,1991,"shrub",1,22.00,"Hazelnut"
58,1992,"shrub",1,22.00,"Hazelnut"
58,1993,"shrub",1,22.00,"Hazelnut"
58,1994,"shrub",1,951.00,"Basswood"
59,1991,"shrub",1,22.00,"Hazelnut"
59,1992,"shrub",1,22.00,"Hazelnut"
59,1993,"shrub",1,22.00,"Hazelnut"
59,1994,"shrub",1,318.00,"Sugar Maple"
60,1991,"shrub",1,22.00,"Hazelnut"
60,1992,"shrub",1,22.00,"Hazelnut"
60,1993,"shrub",1,22.00,"Hazelnut"
60,1994,"shrub",1,22.00,"Hazelnut"
61,1991,"shrub",1,970.00,"Elm"
61,1993,"shrub",1,316.00,"Red Maple"
61,1994,"shrub",1,970.00,"Elm"
62,1991,"shrub",1,746.00,"Quaking Aspen"
62,1992,"shrub",1,318.00,"Sugar Maple"
62,1993,"shrub",1,746.00,"Quaking Aspen"
62,1994,"shrub",1,22.00,"Hazelnut"
63,1991,"shrub",1,352.00,"Alder"
63,1992,"shrub",1,352.00,"Alder"
63,1993,"shrub",1,352.00,"Alder"
63,1994,"shrub",1,352.00,"Alder"
64,1991,"shrub",1,318.00,"Sugar Maple"
64,1992,"shrub",1,316.00,"Red Maple"
64,1993,"shrub",1,318.00,"Sugar Maple"
64,1994,"shrub",1,318.00,"Sugar Maple"
65,1991,"shrub",1,352.00,"Alder"
65,1992,"shrub",1,22.00,"Hazelnut"
65,1993,"shrub",1,22.00,"Hazelnut"
65,1994,"shrub",1,22.00,"Hazelnut"
66,1991,"shrub",1,319.00,"Mountain Maple"
66,1992,"shrub",1,318.00,"Sugar Maple"
66,1993,"shrub",1,316.00,"Red Maple"
66,1994,"shrub",1,319.00,"Mountain Maple"
67,1991,"shrub",1,352.00,"Alder"
67,1992,"shrub",1,22.00,"Hazelnut"
67,1993,"shrub",1,22.00,"Hazelnut"
67,1994,"shrub",1,22.00,"Hazelnut"
68,1991,"shrub",1,746.00,"Quaking Aspen"
68,1992,"shrub",1,22.00,"Hazelnut"
68,1993,"shrub",1,22.00,"Hazelnut"
68,1994,"shrub",1,22.00,"Hazelnut"
69,1991,"shrub",1,352.00,"Alder"
69,1992,"shrub",1,22.00,"Hazelnut"
69,1993,"shrub",1,22.00,"Hazelnut"
69,1994,"shrub",1,495.00,"Dogwood species"
70,1991,"shrub",1,833.00,"Northern Red Oak"
70,1992,"shrub",1,746.00,"Quaking Aspen"
70,1993,"shrub",1,94.00,"White Spruce"
70,1994,"shrub",1,746.00,"Quaking Aspen"
71,1991,"shrub",1,746.00,"Quaking Aspen"
71,1992,"shrub",1,833.00,"Northern Red Oak"
71,1993,"shrub",1,746.00,"Quaking Aspen"
71,1994,"shrub",1,970.00,"Elm"
72,1991,"shrub",1,833.00,"Northern Red Oak"
72,1992,"shrub",1,746.00,"Quaking Aspen"
72,1993,"shrub",1,746.00,"Quaking Aspen"
72,1994,"shrub",1,833.00,"Northern Red Oak"
73,1991,"shrub",1,746.00,"Quaking Aspen"
73,1992,"shrub",1,746.00,"Quaking Aspen"
73,1993,"shrub",1,746.00,"Quaking Aspen"
73,1994,"shrub",1,22.00,"Hazelnut"
74,1991,"shrub",1,746.00,"Quaking Aspen"
74,1992,"shrub",1,746.00,"Quaking Aspen"
74,1993,"shrub",1,746.00,"Quaking Aspen"
74,1994,"shrub",1,22.00,"Hazelnut"
75,1991,"shrub",1,22.00,"Hazelnut"
75,1992,"shrub",1,316.00,"Red Maple"
75,1994,"shrub",1,22.00,"Hazelnut"
76,1991,"shrub",1,22.00,"Hazelnut"
76,1992,"shrub",1,316.00,"Red Maple"
76,1994,"shrub",1,22.00,"Hazelnut"
77,1991,"shrub",1,22.00,"Hazelnut"
77,1992,"shrub",1,316.00,"Red Maple"
77,1994,"shrub",1,318.00,"Sugar Maple"
78,1991,"shrub",1,22.00,"Hazelnut"
78,1992,"shrub",1,22.00,"Hazelnut"
78,1993,"shrub",1,22.00,"Hazelnut"
78,1994,"shrub",1,22.00,"Hazelnut"
79,1991,"shrub",1,746.00,"Quaking Aspen"
79,1992,"shrub",1,746.00,"Quaking Aspen"
79,1993,"shrub",1,746.00,"Quaking Aspen"
79,1994,"shrub",1,746.00,"Quaking Aspen"
80,1991,"shrub",1,22.00,"Hazelnut"
80,1992,"shrub",1,746.00,"Quaking Aspen"
80,1993,"shrub",1,746.00,"Quaking Aspen"
80,1994,"shrub",1,746.00,"Quaking Aspen"
81,1991,"shrub",1,746.00,"Quaking Aspen"
81,1992,"shrub",1,746.00,"Quaking Aspen"
81,1993,"shrub",1,746.00,"Quaking Aspen"
81,1994,"shrub",1,746.00,"Quaking Aspen"
82,1991,"shrub",1,22.00,"Hazelnut"
82,1992,"shrub",1,319.00,"Mountain Maple"
82,1994,"shrub",1,22.00,"Hazelnut"
83,1991,"shrub",1,22.00,"Hazelnut"
83,1992,"shrub",1,22.00,"Hazelnut"
83,1994,"shrub",1,22.00,"Hazelnut"
84,1991,"shrub",1,22.00,"Hazelnut"
84,1992,"shrub",1,22.00,"Hazelnut"
84,1994,"shrub",1,22.00,"Hazelnut"
85,1991,"shrub",1,22.00,"Hazelnut"
85,1992,"shrub",1,22.00,"Hazelnut"
85,1994,"shrub",1,22.00,"Hazelnut"
86,1991,"shrub",1,22.00,"Hazelnut"
86,1992,"shrub",1,22.00,"Hazelnut"
86,1994,"shrub",1,22.00,"Hazelnut"
87,1991,"shrub",1,22.00,"Hazelnut"
87,1992,"shrub",1,316.00,"Red Maple"
87,1994,"shrub",1,316.00,"Red Maple"
88,1991,"shrub",1,22.00,"Hazelnut"
88,1992,"shrub",1,319.00,"Mountain Maple"
88,1994,"shrub",1,544.00,"Green Ash"
89,1991,"shrub",1,75.00,"Arrowood"
89,1992,"shrub",1,22.00,"Hazelnut"
90,1991,"shrub",1,22.00,"Hazelnut"
90,1992,"shrub",1,22.00,"Hazelnut"
90,1994,"shrub",1,22.00,"Hazelnut"
91,1991,"shrub",1,12.00,"Balsam Fir"
91,1992,"shrub",1,319.00,"Mountain Maple"
91,1994,"shrub",1,22.00,"Hazelnut"
92,1991,"shrub",1,22.00,"Hazelnut"
92,1992,"shrub",1,22.00,"Hazelnut"
92,1994,"shrub",1,22.00,"Hazelnut"
93,1991,"shrub",1,316.00,"Red Maple"
93,1992,"shrub",1,22.00,"Hazelnut"
93,1994,"shrub",1,22.00,"Hazelnut"
94,1992,"shrub",1,22.00,"Hazelnut"
94,1993,"shrub",1,746.00,"Quaking Aspen"
94,1994,"shrub",1,22.00,"Hazelnut"
95,1991,"shrub",1,746.00,"Quaking Aspen"
95,1993,"shrub",1,22.00,"Hazelnut"
95,1994,"shrub",1,22.00,"Hazelnut"
96,1991,"shrub",1,22.00,"Hazelnut"
96,1992,"shrub",1,22.00,"Hazelnut"
96,1993,"shrub",1,22.00,"Hazelnut"
96,1994,"shrub",1,22.00,"Hazelnut"
97,1991,"shrub",1,497.00,"Red Osier Dogwood"
97,1992,"shrub",1,22.00,"Hazelnut"
97,1993,"shrub",1,22.00,"Hazelnut"
97,1994,"shrub",1,22.00,"Hazelnut"
98,1991,"shrub",1,22.00,"Hazelnut"
98,1992,"shrub",1,22.00,"Hazelnut"
98,1993,"shrub",1,701.00,"Ironwood, Hop-Hornbeam"
98,1994,"shrub",1,22.00,"Hazelnut"
99,1991,"shrub",1,22.00,"Hazelnut"
99,1992,"shrub",1,22.00,"Hazelnut"
99,1993,"shrub",1,701.00,"Ironwood, Hop-Hornbeam"
99,1994,"shrub",1,22.00,"Hazelnut"
100,1991,"shrub",1,22.00,"Hazelnut"
100,1992,"shrub",1,22.00,"Hazelnut"
100,1993,"shrub",1,746.00,"Quaking Aspen"
100,1994,"shrub",1,746.00,"Quaking Aspen"
101,1991,"shrub",1,22.00,"Hazelnut"
101,1992,"shrub",1,22.00,"Hazelnut"
101,1993,"shrub",1,22.00,"Hazelnut"
101,1994,"shrub",1,22.00,"Hazelnut"
102,1991,"shrub",1,22.00,"Hazelnut"
102,1992,"shrub",1,22.00,"Hazelnut"
102,1993,"shrub",1,701.00,"Ironwood, Hop-Hornbeam"
102,1994,"shrub",1,22.00,"Hazelnut"
103,1991,"shrub",1,746.00,"Quaking Aspen"
103,1992,"shrub",1,543.00,"Black Ash"
103,1993,"shrub",1,543.00,"Black Ash"
103,1994,"shrub",1,22.00,"Hazelnut"
104,1991,"shrub",1,71.00,"Tamarack"
104,1992,"shrub",1,22.00,"Hazelnut"
104,1993,"shrub",1,701.00,"Ironwood, Hop-Hornbeam"
104,1994,"shrub",1,22.00,"Hazelnut"
105,1991,"shrub",1,543.00,"Black Ash"
105,1992,"shrub",1,319.00,"Mountain Maple"
105,1993,"shrub",1,543.00,"Black Ash"
105,1994,"shrub",1,22.00,"Hazelnut"
106,1991,"shrub",1,318.00,"Sugar Maple"
106,1992,"shrub",1,22.00,"Hazelnut"
106,1993,"shrub",1,22.00,"Hazelnut"
106,1994,"shrub",1,54.00,"Blackberry"
107,1991,"shrub",1,318.00,"Sugar Maple"
107,1992,"shrub",1,22.00,"Hazelnut"
107,1993,"shrub",1,22.00,"Hazelnut"
107,1994,"shrub",1,495.00,"Dogwood species"
108,1991,"shrub",1,318.00,"Sugar Maple"
108,1992,"shrub",1,22.00,"Hazelnut"
108,1993,"shrub",1,316.00,"Red Maple"
108,1994,"shrub",1,316.00,"Red Maple"
109,1991,"shrub",1,318.00,"Sugar Maple"
109,1992,"shrub",1,22.00,"Hazelnut"
109,1993,"shrub",1,22.00,"Hazelnut"
109,1994,"shrub",1,920.00,"Willow"
110,1991,"shrub",1,318.00,"Sugar Maple"
110,1992,"shrub",1,22.00,"Hazelnut"
110,1993,"shrub",1,22.00,"Hazelnut"
110,1994,"shrub",1,22.00,"Hazelnut"
111,1991,"shrub",1,129.00,"White Pine"
111,1992,"shrub",1,22.00,"Hazelnut"
111,1993,"shrub",1,22.00,"Hazelnut"
111,1994,"shrub",1,22.00,"Hazelnut"
112,1991,"shrub",1,318.00,"Sugar Maple"
112,1992,"shrub",1,22.00,"Hazelnut"
112,1993,"shrub",1,22.00,"Hazelnut"
112,1994,"shrub",1,22.00,"Hazelnut"
113,1991,"shrub",1,318.00,"Sugar Maple"
113,1992,"shrub",1,22.00,"Hazelnut"
113,1993,"shrub",1,22.00,"Hazelnut"
113,1994,"shrub",1,22.00,"Hazelnut"
114,1991,"shrub",1,746.00,"Quaking Aspen"
114,1992,"shrub",1,22.00,"Hazelnut"
114,1993,"shrub",1,22.00,"Hazelnut"
114,1994,"shrub",1,495.00,"Dogwood species"
115,1991,"shrub",1,49.00,"Staghorn Sumac"
115,1992,"shrub",1,22.00,"Hazelnut"
115,1993,"shrub",1,22.00,"Hazelnut"
115,1994,"shrub",1,318.00,"Sugar Maple"
116,1991,"shrub",1,318.00,"Sugar Maple"
116,1992,"shrub",1,22.00,"Hazelnut"
116,1993,"shrub",1,22.00,"Hazelnut"
116,1994,"shrub",1,951.00,"Basswood"
117,1991,"shrub",1,318.00,"Sugar Maple"
117,1992,"shrub",1,22.00,"Hazelnut"
117,1993,"shrub",1,22.00,"Hazelnut"
117,1994,"shrub",1,319.00,"Mountain Maple"
118,1991,"shrub",1,746.00,"Quaking Aspen"
118,1992,"shrub",1,746.00,"Quaking Aspen"
118,1993,"shrub",1,746.00,"Quaking Aspen"
118,1994,"shrub",1,746.00,"Quaking Aspen"
119,1991,"shrub",1,746.00,"Quaking Aspen"
119,1992,"shrub",1,746.00,"Quaking Aspen"
119,1993,"shrub",1,746.00,"Quaking Aspen"
119,1994,"shrub",1,746.00,"Quaking Aspen"
120,1991,"shrub",1,746.00,"Quaking Aspen"
120,1992,"shrub",1,746.00,"Quaking Aspen"
120,1993,"shrub",1,746.00,"Quaking Aspen"
120,1994,"shrub",1,746.00,"Quaking Aspen"
121,1991,"shrub",1,22.00,"Hazelnut"
