"site","x_coord","y_coord"
910.00,434583.71,5210257.00
913.00,437927.62,5210000.50
914.00,438716.28,5209559.00
915.00,438611.37,5209645.50
916.00,438611.90,5209922.50
260.00,406738.31,5263719.50
262.00,406804.09,5264017.00
263.00,407758.00,5263171.00
264.00,407782.56,5262944.50
265.00,408023.06,5262941.50
251.00,408966.00,5264551.50
252.00,408768.78,5264702.00
253.00,408996.18,5264723.50
254.00,408990.68,5264929.50
346.00,420591.59,5271274.50
347.00,420725.68,5271254.50
348.00,420748.87,5271350.50
349.00,421341.46,5271452.00
350.00,421510.03,5271351.00
351.00,421673.65,5271241.00
340.00,419336.84,5272095.50
341.00,419308.00,5271903.50
342.00,419310.50,5271705.00
343.00,419435.40,5271457.00
344.00,419362.62,5271298.00
345.00,419301.96,5271106.00
366.00,427466.75,5279007.50
230.00,391554.09,5279118.50
231.00,391341.37,5279150.50
232.00,391665.50,5279271.00
233.00,389712.03,5279177.00
237.00,389634.21,5279364.00
242.00,387492.06,5279471.00
243.00,387644.75,5279391.50
244.00,387647.56,5279569.00
292.00,387657.78,5280153.00
293.00,387763.46,5280268.50
294.00,387698.75,5280437.50
1.00,442005.59,5270269.50
2.00,442175.50,5270380.50
3.00,442352.68,5270440.50
4.00,442582.62,5270552.50
5.00,442430.53,5270221.00
6.00,442500.53,5270001.50
7.00,442561.25,5269824.50
8.00,442144.00,5269696.00
9.00,442359.84,5269755.50
11.00,443401.78,5269307.50
118.00,397270.00,5208468.00
124.00,396517.40,5207455.00
125.00,396734.03,5207499.00
126.00,396526.56,5207219.00
127.00,399470.87,5206603.00
128.00,399253.12,5206635.00
129.00,399046.53,5206667.00
185.00,382671.53,5222684.50
186.00,382575.81,5222892.00
187.00,382334.96,5222967.00
188.00,382064.78,5222627.50
189.00,381906.25,5222589.00
190.00,381868.81,5222489.50
191.00,381625.59,5222539.00
49.00,383287.34,5206308.00
50.00,383278.93,5206107.00
51.00,383104.96,5206096.50
52.00,383436.31,5206504.50
53.00,383357.53,5206715.50
54.00,383302.06,5206945.50
56.00,382871.31,5207477.50
57.00,382829.56,5207949.50
58.00,382858.59,5208160.50
59.00,382896.28,5208356.50
241.00,389681.09,5280309.00
240.00,389504.53,5280156.50
841.00,644088.56,5286345.50
840.00,644026.75,5286137.00
839.00,644022.87,5285909.00
838.00,644838.00,5285426.00
834.00,645950.62,5285797.00
833.00,645939.06,5285565.00
857.00,657540.68,5281852.00
858.00,657758.62,5281741.00
859.00,657758.62,5281511.00
860.00,658075.18,5281334.00
861.00,658309.56,5281338.50
862.00,658284.87,5281560.50
865.00,657914.81,5281967.50
527.00,650042.75,5274733.50
524.00,649367.18,5273911.00
525.00,649139.50,5274065.00
526.00,648963.25,5274212.00
523.00,648647.50,5273874.00
518.00,648390.50,5273867.00
519.00,648383.12,5274102.00
520.00,648397.81,5274351.50
522.00,648133.43,5274799.50
407.00,656127.93,5274218.00
408.00,656240.56,5274424.50
409.00,656384.50,5274249.00
410.00,656616.06,5274293.00
411.00,656578.50,5274030.00
412.00,656541.00,5273798.50
401.00,657229.37,5272490.50
404.00,656353.25,5272797.00
405.00,656159.25,5272684.50
406.00,656165.50,5272465.50
871.00,647010.00,5268060.50
870.00,646879.75,5267854.00
869.00,647114.87,5267809.50
872.00,647124.37,5267527.00
873.00,646889.31,5267622.00
874.00,646647.87,5267619.00
875.00,646435.00,5267825.50
876.00,646266.62,5267644.50
877.00,646165.00,5267415.50
878.00,645917.18,5267473.00
879.00,645729.75,5267349.00
880.00,645581.12,5267215.00
893.00,637516.18,5269811.00
894.00,637547.81,5270040.00
895.00,637286.81,5270064.00
896.00,635621.81,5270420.00
897.00,635621.81,5270653.00
898.00,635890.75,5270629.50
899.00,636048.93,5270463.50
900.00,636290.18,5270530.50
901.00,635424.06,5270744.00
903.00,635064.12,5271108.00
417.00,630459.37,5289264.50
414.00,629667.18,5289400.50
419.00,628893.81,5289016.00
420.00,629011.00,5289199.00
421.00,629114.06,5289363.00
424.00,628734.43,5291280.00
423.00,628903.18,5291111.50
422.00,629029.75,5290905.00
433.00,617921.12,5271867.50
431.00,617481.06,5272058.50
435.00,617554.37,5272278.50
436.00,617645.31,5272516.00
430.00,616530.50,5271879.50
429.00,616548.12,5272114.00
428.00,616521.68,5272384.00
427.00,616700.62,5272982.50
426.00,616932.43,5272853.50
425.00,616944.18,5273070.50
615.00,569011.12,5327672.50
616.00,568917.25,5327467.00
614.00,568970.06,5327232.50
619.00,568758.81,5326998.00
618.00,568618.00,5326827.50
617.00,568424.37,5326640.00
620.00,568213.18,5326874.50
621.00,567978.43,5326651.50
622.00,567761.37,5326246.50
623.00,567919.81,5325713.00
624.00,568089.93,5325583.50
625.00,568219.00,5325384.00
671.00,574648.18,5327408.50
672.00,574445.87,5327510.00
673.00,574599.62,5327688.00
662.00,574199.06,5326672.50
664.00,574660.31,5326980.00
663.00,574927.31,5327020.50
665.00,575218.62,5327323.50
667.00,575218.62,5327574.50
666.00,574988.00,5327421.00
668.00,575210.56,5327955.00
669.00,575186.25,5328173.50
670.00,575214.56,5328379.50
782.00,603491.75,5311839.00
783.00,603586.18,5311643.50
784.00,603355.62,5311645.50
514.00,599789.81,5310954.00
513.00,599599.25,5310834.00
512.00,599404.00,5310706.50
511.00,598973.43,5310471.50
510.00,598790.25,5310328.00
509.00,598587.25,5310204.50
785.00,610629.43,5313017.50
786.00,610782.75,5312876.50
787.00,611085.31,5312943.00
793.00,610832.50,5313606.00
792.00,610956.87,5313826.00
303.00,395613.46,5258607.00
301.00,395547.25,5258780.50
302.00,395486.09,5258612.00
917.00,624857.37,5141678.00
919.00,625304.75,5141755.50
920.00,625871.18,5141894.50
921.00,625831.87,5142116.00
922.00,625660.37,5142298.00
925.00,625385.25,5142387.50
926.00,624906.43,5142476.50
929.00,624893.31,5141160.50
935.00,626505.81,5139235.50
936.00,626354.62,5139062.00
938.00,626740.93,5138938.50
939.00,627188.87,5139353.00
941.00,638203.81,5135077.00
944.00,637154.56,5134344.00
948.00,635722.18,5133386.50
950.00,645815.00,5176312.50
951.00,645756.43,5176114.50
954.00,646891.56,5176510.00
955.00,647067.31,5176891.00
956.00,647338.31,5176883.50
957.00,647748.43,5176839.50
959.00,647638.56,5176517.50
960.00,647601.93,5176290.50
962.00,640651.06,5174969.50
963.00,640602.31,5174767.50
964.00,640922.50,5174747.00
966.00,641361.06,5174712.00
967.00,641333.18,5174454.50
969.00,641312.31,5174037.00
972.00,642203.31,5174405.50
1002.00,622257.37,5143889.50
1003.00,622288.06,5143643.50
1004.00,621871.93,5141339.50
1006.00,622221.56,5141628.00
1010.00,621633.37,5140788.50
1011.00,621402.06,5140808.50
1012.00,621507.50,5140548.50
1015.00,622706.25,5137361.50
1016.00,623221.62,5137354.50
1018.00,623772.00,5137374.50
1019.00,623739.00,5137139.50
1021.00,623714.00,5136710.00
1023.00,623827.62,5136254.50
1024.00,624006.87,5136095.50
1025.00,642811.50,5115280.50
1029.00,643382.12,5115805.00
1030.00,643443.81,5115552.50
1031.00,644567.25,5116400.50
1032.00,644154.56,5116607.00
1034.00,643757.18,5116729.00
1035.00,644192.75,5116072.00
1037.00,642105.06,5103607.50
1038.00,642253.37,5103388.00
1043.00,643308.56,5102577.50
1044.00,643520.43,5102556.50
1047.00,643929.81,5102164.00
1050.00,647371.12,5117182.00
1053.00,647846.37,5116366.50
1056.00,647725.81,5115579.00
1059.00,646959.68,5114813.00
1062.00,665270.81,5099639.50
1065.00,665468.68,5100554.00
1068.00,665842.81,5101165.50
1072.00,665534.68,5101750.50
1073.00,658292.68,5098473.50
1074.00,658157.12,5098270.00
1079.00,660589.06,5099405.50
1081.00,660580.56,5099854.50
1083.00,660241.62,5099143.00
1084.00,660012.87,5099092.00
1103.00,632007.43,5165203.50
1104.00,631710.56,5165099.00
1107.00,639844.37,5135002.00
1110.00,640043.50,5134255.00
1111.00,639760.43,5134538.00
1112.00,639549.75,5134457.50
1118.00,640330.87,5131640.00
1122.00,639481.56,5131573.50
1123.00,639391.43,5131398.00
1124.00,639571.75,5131749.00
1144.00,673805.68,5107625.00
1145.00,673929.68,5107783.50
1146.00,673587.37,5107521.00
1150.00,675601.68,5107377.00
1152.00,675611.62,5107580.50
1153.00,675418.12,5108954.50
1154.00,675388.31,5108746.00
1155.00,675323.81,5108533.00
1167.00,676214.50,5109701.50
1171.00,633136.87,5163795.50
1173.00,633434.68,5163464.50
1176.00,632891.06,5163653.00
1179.00,632262.18,5164195.50
1180.00,636778.81,5163783.00
1183.00,637315.81,5163394.50
1184.00,637251.00,5163607.00
1187.00,635908.43,5164505.50
1189.00,635399.18,5164190.50
1196.00,679769.81,5005960.00
1311.00,673296.06,5131255.00
1312.00,673185.31,5131402.50
1314.00,673390.37,5130935.00
1315.00,673595.43,5131029.00
1316.00,673464.18,5130754.50
1318.00,673898.87,5130537.00
1319.00,673882.50,5130713.50
1401.00,669107.56,5123734.00
1505.00,675849.31,5109473.50
1506.00,675709.75,5109316.50
1508.00,675884.18,5108976.50
1509.00,676023.68,5108776.00
1514.00,676433.75,5110340.50
1516.00,676180.31,5110483.00
1517.00,679619.06,5115251.50
1520.00,681250.87,5116027.50
1521.00,681490.81,5116019.50
1523.00,682074.75,5116067.50
1524.00,682338.75,5116075.50
1525.00,682578.68,5116091.50
1526.00,682522.68,5115819.50
1527.00,682298.75,5115675.50
1528.00,682490.68,5115587.50
1601.00,679644.68,5006198.50
1602.00,679013.00,5006705.00
1603.00,679042.81,5006928.50
1604.00,679328.81,5007187.50
1605.00,679519.56,5006994.00
1606.00,679403.31,5006794.50
1607.00,679209.62,5006672.00
1609.00,678998.06,5006457.50
1613.00,679679.56,5005060.00
1621.00,680154.50,5003028.00
1622.00,680549.37,5003185.50
1625.00,681821.75,5002728.50
1626.00,681712.06,5002915.00
1632.00,678607.37,5003667.50
1633.00,678678.81,5003453.00
1635.00,678448.93,5004640.50
1637.00,678677.75,5004825.00
1638.00,683824.06,5009119.00
1639.00,684038.68,5009154.50
1640.00,684059.56,5008940.00
1641.00,683958.18,5007932.50
1644.00,683505.12,5009017.50
1645.00,683680.93,5008886.50
1647.00,683546.81,5008740.00
1648.00,683543.87,5008519.50
1693.00,675979.37,5110759.00
-926.00,625128.00,5142409.00
918.00,625069.75,5141728.50
923.00,624166.81,5142598.00
927.00,624699.25,5142530.50
928.00,624484.81,5142562.50
930.00,624949.31,5140954.00
931.00,624943.68,5140730.50
932.00,624495.75,5139050.50
933.00,624507.00,5138810.00
934.00,624311.00,5138905.00
937.00,626197.81,5138899.50
940.00,627160.87,5139106.50
942.00,637321.06,5134586.00
943.00,637104.56,5134561.00
945.00,637204.50,5134111.00
946.00,637162.87,5133678.00
947.00,636938.00,5133711.50
949.00,645888.25,5176546.50
952.00,646891.56,5176210.00
953.00,647045.37,5176363.50
958.00,647477.43,5176671.00
961.00,640790.25,5175136.50
965.00,641166.18,5174837.50
968.00,641319.31,5174252.50
970.00,642196.37,5173988.00
971.00,642196.37,5174204.00
1001.00,622247.12,5144109.50
1005.00,622078.31,5141484.50
1007.00,621737.00,5141620.00
1008.00,621769.12,5141835.50
1009.00,621788.18,5142034.50
1013.00,622719.00,5137803.50
1014.00,622706.25,5137582.50
1017.00,623491.50,5137377.00
1020.00,623714.00,5136930.00
1022.00,623607.87,5136357.00
1026.00,642837.12,5115475.00
1027.00,642954.75,5115621.00
1028.00,643195.81,5115670.00
1033.00,643986.43,5116760.00
1036.00,644337.93,5116255.50
1039.00,642324.81,5103600.00
1040.00,642461.00,5103054.00
1041.00,642927.12,5103149.50
1042.00,643308.56,5103223.50
1045.00,643679.31,5102397.50
1046.00,643912.37,5102387.00
1048.00,644018.31,5102620.00
1049.00,647732.87,5117182.00
1051.00,647520.06,5117388.00
1052.00,647732.87,5116721.00
1054.00,647768.37,5116153.50
1055.00,647747.06,5115813.00
1057.00,647647.75,5115387.50
1058.00,647172.50,5115217.50
1060.00,646725.62,5114784.50
1061.00,665336.75,5099424.00
1063.00,665411.56,5099859.50
1064.00,665393.93,5100365.00
1066.00,665574.25,5100747.50
1067.00,665829.37,5100915.00
1069.00,665715.25,5101328.00
1070.00,665499.50,5101337.00
1071.00,665525.87,5101539.50
1075.00,658402.87,5098287.00
1076.00,658369.00,5098795.50
1077.00,658504.56,5098973.50
1078.00,658691.00,5099109.00
1080.00,660589.06,5099600.50
1082.00,660419.56,5099244.50
1101.00,631927.25,5165645.00
1102.00,631976.87,5165436.00
1105.00,631556.81,5165247.50
1106.00,631749.81,5165355.00
1108.00,640261.43,5134230.50
1109.00,640142.06,5134066.00
1113.00,638684.43,5133021.00
1114.00,638769.81,5132831.00
1115.00,638921.68,5132622.00
1116.00,640340.37,5131232.00
1117.00,640326.18,5131445.50
1120.00,638883.68,5131540.50
1121.00,639083.00,5131635.50
1147.00,673934.68,5108086.50
1148.00,673999.18,5108275.00
1149.00,674167.87,5108126.00
1151.00,675601.68,5107793.50
1161.00,639234.81,5131493.00
1172.00,633279.25,5163615.00
1174.00,633255.18,5163337.00
1175.00,633065.56,5163510.50
1177.00,632593.25,5163903.50
1178.00,632439.75,5164042.50
1181.00,636751.00,5163505.50
1182.00,636917.68,5163292.50
1185.00,637102.87,5163774.00
1186.00,636186.25,5164422.00
1188.00,635741.81,5164357.00
1190.00,635232.56,5164366.50
1191.00,635047.37,5164181.50
1192.00,680094.62,5006103.00
1193.00,680154.18,5005894.50
1198.00,679617.87,5005829.00
1199.00,679549.31,5005999.00
1206.00,706058.37,5071392.50
1207.00,706262.00,5071478.00
1208.00,706474.00,5071529.00
1301.00,666827.31,5122995.00
1302.00,666922.50,5123254.50
1303.00,666944.12,5123462.50
1304.00,666931.12,5123847.50
1305.00,667065.25,5123990.00
1306.00,666818.62,5124124.50
1313.00,673316.56,5131579.00
1317.00,673685.62,5130512.50
1320.00,672627.56,5130570.00
1321.00,672791.62,5130664.50
1322.00,672475.87,5130447.00
1402.00,669007.12,5123569.50
1403.00,668897.56,5123400.50
1404.00,727430.62,5080219.00
1405.00,727593.87,5080074.00
1406.00,727776.93,5080204.50
1407.00,728319.62,5081154.00
1408.00,728342.50,5081389.00
1409.00,728123.37,5081400.00
1410.00,727344.81,5081156.50
1411.00,727414.25,5081380.00
1412.00,727342.37,5081593.00
1413.00,727590.87,5081865.50
1414.00,727475.87,5082045.00
1415.00,727269.31,5082024.50
1416.00,720875.68,5091936.50
1417.00,720963.18,5092190.50
1418.00,721090.87,5092369.50
1419.00,720868.87,5091734.50
1420.00,721086.31,5091723.00
1421.00,721164.87,5091556.00
1423.00,722291.00,5092852.50
1507.00,675552.81,5109142.00
1510.00,675997.50,5108575.50
1511.00,676328.87,5109526.00
1512.00,676493.37,5109681.00
1515.00,676418.50,5110559.50
1518.00,679843.00,5115243.50
1519.00,680091.00,5115251.50
1522.00,681738.81,5116043.50
1529.00,716952.50,5085726.00
1530.00,716775.56,5085868.00
1531.00,716961.06,5085933.00
1532.00,719568.25,5086721.50
1533.00,719602.93,5086923.00
1534.00,719668.87,5087127.50
1535.00,691056.62,5002049.00
1536.00,691292.62,5002108.00
1537.00,691245.37,5002320.50
1538.00,691977.00,5003666.00
1539.00,691906.18,5003553.50
1540.00,691746.87,5003831.00
1541.00,691741.00,5004079.00
1542.00,690183.37,5003972.50
1543.00,690295.50,5004179.00
1544.00,690419.37,5004374.00
1545.00,690602.31,5004173.00
1546.00,690507.87,5003990.50
1547.00,690425.31,5003778.00
1548.00,717914.50,5085475.00
1549.00,718114.50,5085539.00
1550.00,718334.62,5085467.50
1551.00,719501.43,5085735.50
1552.00,719614.31,5085953.50
1553.00,719747.31,5086137.50
1554.00,716212.87,5094161.00
1555.00,716025.00,5094196.00
1556.00,715824.56,5094233.50
1557.00,715621.50,5094184.00
1558.00,715556.25,5093984.50
1559.00,715575.31,5093773.00
1560.00,715415.00,5093647.00
1561.00,715266.50,5093487.50
1562.00,715256.75,5093616.50
1563.00,714754.43,5093686.50
1564.00,714752.62,5093915.00
1565.00,714914.62,5094060.00
1566.00,721745.18,5091518.00
1567.00,721967.37,5091484.50
1568.00,722165.12,5091942.50
1569.00,726826.00,5092675.50
1570.00,727014.25,5092654.00
1571.00,727236.56,5092653.50
1572.00,726739.31,5091291.00
1573.00,726568.87,5091194.00
1574.00,726375.93,5091041.50
1580.00,726069.25,5060070.00
1581.00,726224.68,5060214.00
1582.00,726097.12,5060402.50
1583.00,725858.31,5060580.50
1584.00,725847.75,5060388.50
1585.00,725790.81,5060194.00
1586.00,725861.31,5059279.00
1587.00,725732.06,5059126.00
1588.00,725904.75,5059031.00
1589.00,725657.31,5062346.00
1590.00,725631.68,5062576.00
1591.00,725632.06,5062794.00
1592.00,706746.37,5071631.50
1593.00,706837.25,5071819.00
1594.00,706932.18,5072030.50
1595.00,707249.12,5072083.00
1596.00,707396.25,5072298.50
1597.00,707509.06,5072505.00
1598.00,707489.50,5073075.50
1599.00,707365.68,5073247.50
1600.00,707188.37,5073122.50
1608.00,678780.56,5006454.50
1610.00,679203.68,5006428.00
1611.00,679399.81,5005348.50
1612.00,679472.75,5005139.00
1619.00,680011.93,5002618.50
1620.00,680026.56,5002852.50
1623.00,680673.68,5002991.50
1624.00,680852.87,5002889.00
1627.00,681598.68,5002710.00
1628.00,678330.00,5002710.00
1629.00,678127.00,5002850.00
1630.00,678361.43,5002927.00
1631.00,678818.93,5003667.50
1634.00,678637.56,5002998.50
1636.00,678453.12,5004861.00
1642.00,684157.87,5007810.00
1643.00,684309.93,5007980.00
1646.00,683853.87,5008761.00
1649.00,683543.87,5008284.00
1650.00,699711.68,5021426.00
1651.00,699698.06,5021185.00
1652.00,699689.00,5020975.50
1653.00,699693.50,5020762.00
1654.00,699698.06,5020534.50
1655.00,699720.81,5020312.00
1656.00,699620.75,5022308.00
1657.00,699852.62,5022007.50
1658.00,700089.06,5021607.50
1659.00,700402.75,5021135.00
1660.00,700480.06,5020934.50
1661.00,700593.75,5020730.00
1691.00,676112.62,5110980.50
1692.00,675930.75,5111101.00
1901.00,491736.68,4909624.50
1902.00,491385.56,4909474.00
1903.00,491185.75,4909674.00
1904.00,490782.53,4909672.50
1905.00,490431.68,4909720.50
1906.00,490786.00,4909975.50
1907.00,491091.09,4910279.50
1908.00,491388.06,4909978.50
1909.00,490492.93,4911273.50
1910.00,490491.87,4910973.50
1911.00,534882.00,4929453.50
1912.00,534984.81,4929958.00
1913.00,535389.18,4929965.00
1914.00,535841.12,4929919.50
1915.00,536178.50,4929871.50
1916.00,535982.93,4929162.50
1917.00,535489.68,4928762.50
1918.00,535185.87,4928657.50
1919.00,534986.93,4928657.50
1920.00,525820.87,4930785.00
1921.00,525665.75,4930930.00
1922.00,519765.18,4927264.50
1923.00,520304.46,4928024.00
1924.00,520839.43,4931596.00
1925.00,521184.46,4931551.50
1926.00,523664.50,4933299.50
1927.00,523112.46,4932952.00
1928.00,523311.25,4932951.50
1929.00,569908.93,4906689.50
1930.00,569512.87,4906789.50
1931.00,569309.18,4907293.00
1932.00,570106.37,4907398.00
1933.00,570105.12,4906891.50
1934.00,570701.93,4906793.50
1935.00,570703.25,4906390.50
1936.00,570358.00,4905444.50
1937.00,570554.93,4905644.50
1938.00,570111.31,4905292.00
1939.00,578239.00,4899148.50
1940.00,578137.87,4899553.00
1941.00,577938.68,4899449.50
1942.00,577737.68,4899446.00
1943.00,578642.81,4898955.50
1944.00,535389.18,4928064.50
1945.00,535981.62,4927870.00
1946.00,536367.37,4927970.00
1947.00,546842.43,4929471.00
1948.00,546944.56,4929269.50
1949.00,548361.06,4925360.50
1950.00,548063.37,4925163.00
1951.00,544053.25,4927660.50
1952.00,544358.00,4927358.50
1953.00,544353.18,4928060.50
1954.00,548358.87,4926062.00
1955.00,547054.87,4926263.50
1957.00,564233.93,4899265.00
1958.00,563827.56,4899270.00
1959.00,564335.56,4898969.50
1960.00,565040.68,4899071.00
1961.00,568404.18,4907191.00
1962.00,569210.56,4906086.50
1963.00,569208.50,4906286.50
1964.00,537038.75,4929567.50
1965.00,636524.43,4819071.00
1966.00,636578.87,4818818.50
1967.00,559709.68,4899754.50
1968.00,559913.12,4899954.00
1969.00,578435.25,4899956.50
1970.00,578785.50,4900111.50
1971.00,580216.81,4900583.50
1972.00,580511.00,4900688.00
1976.00,486789.21,4910563.50
1977.00,481854.40,4913146.50
1978.00,482058.03,4913145.00
1979.00,480402.90,4910124.00
1980.00,630498.93,4820247.00
1981.00,630486.75,4820746.50
1982.00,624834.56,4823060.00
1983.00,629873.56,4821233.50
1984.00,638275.12,4826986.50
1985.00,638074.87,4826983.50
1986.00,636091.75,4828693.00
1987.00,635528.93,4829624.00
1988.00,634828.37,4829908.50
1989.00,628780.31,4831564.00
1990.00,616478.12,4839557.50
1991.00,610999.18,4840845.00
1992.00,611358.87,4839993.50
1993.00,611654.68,4839696.00
1994.00,608708.50,4843557.00
1995.00,609510.18,4843577.00
1996.00,614086.25,4833375.00
1997.00,614082.18,4833577.00
1998.00,614073.56,4833977.00
1999.00,615383.00,4833597.00
2000.00,614054.93,4835178.50
2001.00,613655.81,4835273.00
2002.00,605091.87,4849991.50
2003.00,607818.56,4848351.00
2005.00,601402.00,4849355.50
2006.00,601291.62,4849953.50
2007.00,601356.81,4851839.00
2008.00,562328.87,4831368.00
2009.00,562327.00,4831568.00
2010.00,562926.62,4831682.50
2011.00,563426.81,4831899.00
2012.00,563728.62,4831613.50
2013.00,563633.31,4831411.00
2014.00,564994.75,4835722.00
2015.00,580283.12,4844468.50
2016.00,585961.75,4841453.50
2017.00,588249.25,4841190.00
2018.00,588518.00,4840345.00
2019.00,587313.43,4840318.00
2020.00,587714.50,4839924.50
2021.00,588496.18,4837677.50
2022.00,590045.31,4842422.50
2023.00,590639.06,4843326.00
2024.00,593244.18,4847212.00
2025.00,593497.12,4847263.00
2026.00,592283.50,4847447.50
2027.00,602874.31,4851065.50
2028.00,602769.12,4851359.00
2004.00,606522.68,4848318.50
2029.00,606481.93,4850521.00
2030.00,533970.00,4864255.00
2031.00,534577.00,4863653.00
2032.00,534326.25,4863705.00
2033.00,547611.50,4860099.50
2034.00,547864.93,4860052.50
2035.00,548622.50,4860702.00
2036.00,548265.37,4860854.00
2037.00,555662.25,4871170.00
2038.00,554376.87,4871162.00
2039.00,554582.43,4870571.00
2040.00,552586.93,4860878.00
2041.00,552387.81,4860876.50
2042.00,527244.87,4881259.00
2043.00,527692.75,4881510.50
2044.00,527647.06,4880463.00
2045.00,527548.12,4880161.50
2046.00,528291.00,4880314.50
2047.00,575127.81,4883209.00
2048.00,569244.00,4883375.50
2049.00,569144.12,4883170.50
2050.00,570451.75,4883171.00
2051.00,570394.43,4883616.50
2052.00,575014.87,4883794.50
2053.00,579136.68,4882407.00
2054.00,581597.00,4883110.50
2055.00,582609.37,4882112.00
2056.00,579627.12,4883473.00
2057.00,599926.37,4880817.00
2058.00,600330.00,4880715.00
2059.00,601229.68,4880224.50
2060.00,601183.50,4879569.50
2061.00,601079.25,4880270.00
2062.00,596526.93,4888739.50
2063.00,585833.18,4890622.00
2064.00,585833.56,4889424.50
2065.00,584671.56,4889958.00
2066.00,579807.18,4888821.50
2067.00,579401.37,4889124.50
2069.00,575892.56,4888020.50
2070.00,576492.75,4877845.00
2071.00,575799.75,4877828.50
2072.00,575596.50,4878122.00
2073.00,579719.43,4885482.50
2074.00,580100.93,4884839.50
2075.00,629051.87,4866999.00
2076.00,628865.43,4866694.00
2077.00,628472.31,4866688.50
2078.00,627655.50,4868202.00
2079.00,627661.12,4867781.00
2080.00,627616.37,4867434.50
2082.00,545709.12,4875465.00
2083.00,593964.43,4849968.50
2084.00,593399.81,4850611.50
2085.00,590407.00,4846116.50
2086.00,594156.12,4830856.50
2087.00,593945.37,4830649.00
2088.00,594203.50,4830506.00
2089.00,594356.87,4830458.50
2090.00,525864.87,4879258.50
2091.00,525862.87,4879457.00
2092.00,531360.93,4864045.50
2093.00,580919.12,4900293.50
